Transaction_Date,Project_Name,Department,Expense_Type,Budget_Amount,Actual_Amount,Variance_Amount
2026-01-19,"Unallocated Corporate Overhead","Production & Animation","Travel & Casting",242644.81,230512.57,-12132.24
2026-01-27,"Toy Story 5","Post-Production & Sound","Travel & Casting",481080.70,457026.66,-24054.04
2026-03-04,"Toy Story 5","Production & Animation","Equipment Lease",350359.62,437949.53,87589.91
2026-03-12,"Project Elio","Production & Animation","Vendor Contract",30450.37,31972.89,1522.52
2026-01-10,"Toy Story 5","Production & Animation","Compute/Cloud Infrastructure",35056.00,33303.20,-1752.80
2026-02-08,"Project Hoppers","Technical Operations (Render Farm)","Equipment Lease",264597.02,370435.83,105838.81
2026-01-02,"Project Hoppers","Marketing & Franchise","Vendor Contract",354839.89,443549.86,88709.97
2026-02-06,"Project Elio","Pre-Production & Story","Equipment Lease",29496.52,36870.65,7374.13
2026-03-07,"Toy Story 5","Pre-Production & Story","Labor - Internal",46810.01,49150.51,2340.50
2026-02-06,"Project Hoppers","Post-Production & Sound","Vendor Contract",326485.02,408106.28,81621.26
2026-03-17,"Project Hoppers","Marketing & Franchise","Travel & Casting",212877.72,202233.83,-10643.89
2026-02-17,"Toy Story 5","Pre-Production & Story","Travel & Casting",108879.22,92547.34,-16331.88
2026-03-11,"Toy Story 5","Technical Operations (Render Farm)","Vendor Contract",40506.76,42532.10,2025.34
2026-02-22,"Project Hoppers","Technical Operations (Render Farm)","Labor - Internal",238851.50,250794.08,11942.58
2026-02-21,"Toy Story 5","Technical Operations (Render Farm)","Travel & Casting",192977.29,183328.43,-9648.86
2026-02-11,"Franchise Shorts","Technical Operations (Render Farm)","Equipment Lease",198839.73,208781.72,9941.99
2026-02-05,"Project Elio","Production & Animation","Travel & Casting",191354.31,181786.59,-9567.72
2026-03-30,"Project Hoppers","Marketing & Franchise","Travel & Casting",375891.18,319507.50,-56383.68
2026-01-13,"Project Hoppers","Technical Operations (Render Farm)","Travel & Casting",373075.46,522305.64,149230.18
2026-01-12,"Toy Story 5","Marketing & Franchise","Vendor Contract",424863.01,594808.21,169945.20
2026-03-06,"Franchise Shorts","Marketing & Franchise","Compute/Cloud Infrastructure",297516.96,371896.20,74379.24
2026-01-09,"Project Elio","Production & Animation","Labor - Internal",364765.76,383004.05,18238.29
2026-02-01,"Franchise Shorts","Marketing & Franchise","Labor - Internal",180584.24,171555.03,-9029.21
2026-02-15,"Project Elio","Production & Animation","Compute/Cloud Infrastructure",415697.82,581976.95,166279.13
2026-03-21,"Franchise Shorts","Production & Animation","Travel & Casting",169321.65,177787.73,8466.08
2026-02-19,"Franchise Shorts","Technical Operations (Render Farm)","Vendor Contract",113015.82,141269.78,28253.96
2026-01-14,"Project Elio","Pre-Production & Story","Equipment Lease",106571.06,90585.40,-15985.66
2026-02-12,"Toy Story 5","Technical Operations (Render Farm)","Labor - Internal",81637.66,85719.54,4081.88
2026-03-10,"Project Elio","Post-Production & Sound","Labor - Internal",226908.38,238253.80,11345.42
2026-02-01,"Project Hoppers","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",123163.02,129321.17,6158.15
2026-03-03,"Unallocated Corporate Overhead","Post-Production & Sound","Labor - Internal",381955.24,534737.34,152782.10
2026-01-30,"Toy Story 5","Post-Production & Sound","Compute/Cloud Infrastructure",75995.22,94994.02,18998.80
2026-03-18,"Toy Story 5","Production & Animation","Travel & Casting",345503.09,483704.33,138201.24
2026-03-09,"Project Hoppers","Post-Production & Sound","Travel & Casting",285510.44,356888.05,71377.61
2026-01-05,"Franchise Shorts","Pre-Production & Story","Travel & Casting",481159.75,673623.65,192463.90
2026-02-16,"Project Hoppers","Production & Animation","Equipment Lease",323837.66,307645.78,-16191.88
2026-03-03,"Toy Story 5","Marketing & Franchise","Equipment Lease",35861.75,30482.49,-5379.26
2026-01-24,"Toy Story 5","Production & Animation","Equipment Lease",41827.51,58558.51,16731.00
2026-02-18,"Franchise Shorts","Marketing & Franchise","Vendor Contract",209377.49,177970.87,-31406.62
2026-03-06,"Toy Story 5","Post-Production & Sound","Travel & Casting",463274.95,-648584.93,-1111859.88
2026-03-04,"Project Hoppers","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",412445.84,-515557.30,-928003.14
2026-02-06,"Franchise Shorts","Pre-Production & Story","Compute/Cloud Infrastructure",163475.97,155302.17,-8173.80
2026-01-31,"Project Elio","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",389866.16,487332.70,97466.54
2026-03-03,"Franchise Shorts","Pre-Production & Story","Compute/Cloud Infrastructure",26748.37,25410.95,-1337.42
2026-03-05,"Unallocated Corporate Overhead","Pre-Production & Story","Equipment Lease",342344.97,359462.22,17117.25
2026-03-31,"Franchise Shorts","Marketing & Franchise","Vendor Contract",41863.01,58608.21,16745.20
2026-01-23,"Franchise Shorts","Marketing & Franchise","Vendor Contract",212299.01,265373.76,53074.75
2026-01-06,"Project Elio","Production & Animation","Travel & Casting",318011.48,270309.76,-47701.72
2026-02-22,"Franchise Shorts","Pre-Production & Story","Compute/Cloud Infrastructure",240767.76,204652.60,-36115.16
2026-01-05,"Project Hoppers","Marketing & Franchise","Labor - Internal",56341.61,59158.69,2817.08
2026-01-31,"Project Hoppers","Technical Operations (Render Farm)","Vendor Contract",114585.81,108856.52,-5729.29
2026-01-20,"Project Hoppers","Production & Animation","Equipment Lease",62464.27,53094.63,-9369.64
2026-03-26,"Toy Story 5","Pre-Production & Story","Labor - Internal",305169.44,289910.97,-15258.47
2026-02-21,"Project Elio","Pre-Production & Story","Travel & Casting",390770.04,488462.55,97692.51
2026-02-02,"Project Hoppers","Pre-Production & Story","Equipment Lease",365508.96,456886.20,91377.24
2026-03-22,"Project Hoppers","Post-Production & Sound","Labor - Internal",466679.23,396677.35,-70001.88
2026-03-01,"Toy Story 5","Post-Production & Sound","Vendor Contract",498212.34,473301.72,-24910.62
2026-01-09,"Project Hoppers","Technical Operations (Render Farm)","Labor - Internal",51174.29,53733.00,2558.71
2026-02-04,"Franchise Shorts","Post-Production & Sound","Labor - Internal",279235.38,293197.15,13961.77
2026-01-19,"Toy Story 5","Production & Animation","Compute/Cloud Infrastructure",338364.30,422955.38,84591.08
2026-02-09,"Project Hoppers","Pre-Production & Story","Labor - Internal",440596.72,374507.21,-66089.51
2026-02-26,"Toy Story 5","Production & Animation","Vendor Contract",260364.78,247346.54,-13018.24
2026-02-25,"Project Hoppers","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",225052.32,315073.25,90020.93
2026-03-12,"Franchise Shorts","Production & Animation","Compute/Cloud Infrastructure",135849.60,190189.44,54339.84
2026-02-20,"Project Hoppers","Post-Production & Sound","Vendor Contract",49503.73,42078.17,-7425.56
2026-02-10,"Franchise Shorts","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",95064.63,80804.94,-14259.69
2026-03-07,"Project Hoppers","Pre-Production & Story","Vendor Contract",278439.89,348049.86,69609.97
2026-02-25,"Project Elio","Marketing & Franchise","Vendor Contract",224354.26,314095.96,89741.70
2026-01-20,"Project Hoppers","Production & Animation","Travel & Casting",21938.84,30714.38,8775.54
2026-01-24,"Project Elio","Marketing & Franchise","Compute/Cloud Infrastructure",381213.66,533699.12,152485.46
2026-01-25,"Project Hoppers","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",48184.58,50593.81,2409.23
2026-01-21,"Project Elio","Post-Production & Sound","Equipment Lease",153837.74,161529.63,7691.89
2026-02-26,"Project Elio","Post-Production & Sound","Labor - Internal",371392.99,315684.04,-55708.95
2026-02-19,"Franchise Shorts","Post-Production & Sound","Equipment Lease",207805.03,218195.28,10390.25
2026-03-25,"Toy Story 5","Pre-Production & Story","Equipment Lease",404895.47,566853.66,161958.19
2026-01-16,"Franchise Shorts","Technical Operations (Render Farm)","Vendor Contract",362659.12,344526.16,-18132.96
2026-03-09,"Toy Story 5","Marketing & Franchise","Travel & Casting",326896.05,457654.47,130758.42
2026-01-08,"Project Elio","Technical Operations (Render Farm)","Labor - Internal",256158.98,217735.13,-38423.85
2026-02-12,"Toy Story 5","Technical Operations (Render Farm)","Vendor Contract",140214.39,175267.99,35053.60
2026-03-21,"Project Hoppers","Post-Production & Sound","Compute/Cloud Infrastructure",269123.35,282579.52,13456.17
2026-01-15,"Project Hoppers","Marketing & Franchise","Vendor Contract",268401.62,281821.70,13420.08
2026-02-18,"Toy Story 5","Post-Production & Sound","Travel & Casting",245070.77,343099.08,98028.31
2026-02-22,"Franchise Shorts","Post-Production & Sound","Labor - Internal",459750.86,574688.57,114937.71
2026-02-02,"Project Elio","Technical Operations (Render Farm)","Equipment Lease",176502.89,150027.46,-26475.43
2026-02-17,"Project Hoppers","Technical Operations (Render Farm)","Vendor Contract",26005.04,27305.29,1300.25
2026-02-13,"Project Elio","Post-Production & Sound","Compute/Cloud Infrastructure",34641.50,32909.42,-1732.08
2026-01-31,"Toy Story 5","Production & Animation","Compute/Cloud Infrastructure",20299.54,19284.56,-1014.98
2026-01-21,"Toy Story 5","Post-Production & Sound","Vendor Contract",495553.76,619442.20,123888.44
2026-01-05,"Project Hoppers","Post-Production & Sound","Compute/Cloud Infrastructure",231106.68,242662.01,11555.33
2026-03-19,"Franchise Shorts","Post-Production & Sound","Labor - Internal",377633.70,396515.39,18881.69
2026-01-23,"Toy Story 5","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",421745.94,442833.24,21087.30
2026-01-01,"Project Hoppers","Marketing & Franchise","Labor - Internal",374775.27,393514.03,18738.76
2026-02-23,"Project Hoppers","Production & Animation","Travel & Casting",92907.82,97553.21,4645.39
2026-01-27,"Project Elio","Marketing & Franchise","Compute/Cloud Infrastructure",281722.44,239464.07,-42258.37
2026-01-21,"Unallocated Corporate Overhead","Marketing & Franchise","Compute/Cloud Infrastructure",426930.72,448277.26,21346.54
2026-02-01,"Project Elio","Pre-Production & Story","Travel & Casting",404030.10,383828.59,-20201.51
2026-01-08,"Franchise Shorts","Post-Production & Sound","Labor - Internal",427503.84,-363378.26,-790882.10
2026-02-03,"Project Elio","Marketing & Franchise","Travel & Casting",489457.87,685241.02,195783.15
2026-03-07,"Toy Story 5","Pre-Production & Story","Vendor Contract",319737.72,447632.81,127895.09
2026-01-20,"Franchise Shorts","Technical Operations (Render Farm)","Vendor Contract",166325.53,207906.91,41581.38
2026-03-30,"Franchise Shorts","Production & Animation","Vendor Contract",405845.47,385553.20,-20292.27
2026-01-11,"Project Hoppers","Marketing & Franchise","Compute/Cloud Infrastructure",299457.65,314430.53,14972.88
2026-01-01,"Unallocated Corporate Overhead","Production & Animation","Labor - Internal",475367.35,499135.72,23768.37
2026-03-07,"Unallocated Corporate Overhead","Pre-Production & Story","Vendor Contract",293961.99,308660.09,14698.10
2026-03-11,"Project Hoppers","Production & Animation","Compute/Cloud Infrastructure",397645.71,556703.99,159058.28
2026-01-17,"Franchise Shorts","Technical Operations (Render Farm)","Vendor Contract",270145.68,337682.10,67536.42
2026-01-30,"Toy Story 5","Production & Animation","Labor - Internal",149228.45,126844.18,-22384.27
2026-02-24,"Project Elio","Technical Operations (Render Farm)","Labor - Internal",373629.23,467036.54,93407.31
2026-03-30,"Project Elio","Post-Production & Sound","Travel & Casting",161601.93,169682.03,8080.10
2026-03-21,"Franchise Shorts","Technical Operations (Render Farm)","Travel & Casting",305954.05,428335.67,122381.62
2026-01-13,"Project Elio","Marketing & Franchise","Vendor Contract",152885.21,129952.43,-22932.78
2026-02-24,"Toy Story 5","Technical Operations (Render Farm)","Vendor Contract",54294.94,51580.19,-2714.75
2026-01-31,"Toy Story 5","Technical Operations (Render Farm)","Equipment Lease",488149.21,683408.89,195259.68
2026-03-12,"Project Hoppers","Production & Animation","Labor - Internal",308368.16,323786.57,15418.41
2026-02-06,"Toy Story 5","Technical Operations (Render Farm)","Labor - Internal",149006.35,126655.40,-22350.95
2026-03-09,"Toy Story 5","Marketing & Franchise","Equipment Lease",379915.36,531881.50,151966.14
2026-02-02,"Toy Story 5","Production & Animation","Vendor Contract",31106.03,43548.44,12442.41
2026-03-20,"Project Hoppers","Technical Operations (Render Farm)","Labor - Internal",415312.88,394547.24,-20765.64
2026-02-25,"Franchise Shorts","Marketing & Franchise","Compute/Cloud Infrastructure",45089.84,63125.78,18035.94
2026-01-17,"Project Hoppers","Post-Production & Sound","Labor - Internal",307610.63,292230.10,-15380.53
2026-01-15,"Project Elio","Production & Animation","Equipment Lease",357639.34,375521.31,17881.97
2026-03-28,"Franchise Shorts","Technical Operations (Render Farm)","Vendor Contract",498061.16,423351.99,-74709.17
2026-03-31,"Unallocated Corporate Overhead","Production & Animation","Equipment Lease",353108.59,494352.03,141243.44
2026-03-16,"Franchise Shorts","Production & Animation","Travel & Casting",396871.56,496089.45,99217.89
2026-01-05,"Project Elio","Production & Animation","Vendor Contract",153570.09,145891.59,-7678.50
2026-01-25,"Project Elio","Technical Operations (Render Farm)","Travel & Casting",382727.80,401864.19,19136.39
2026-03-22,"Project Elio","Marketing & Franchise","Vendor Contract",464867.18,650814.05,185946.87
2026-03-23,"Toy Story 5","Technical Operations (Render Farm)","Labor - Internal",498300.10,523215.10,24915.00
2026-01-14,"Project Hoppers","Marketing & Franchise","Vendor Contract",143930.54,179913.18,35982.64
2026-02-15,"Project Elio","Production & Animation","Vendor Contract",486573.02,462244.37,-24328.65
2026-02-09,"Toy Story 5","Production & Animation","Equipment Lease",414251.39,579951.95,165700.56
2026-02-13,"Project Hoppers","Production & Animation","Compute/Cloud Infrastructure",465685.28,395832.49,-69852.79
2026-02-26,"Franchise Shorts","Marketing & Franchise","Labor - Internal",412029.60,432631.08,20601.48
2026-03-30,"Toy Story 5","Technical Operations (Render Farm)","Equipment Lease",316652.20,269154.37,-47497.83
2026-01-21,"Project Elio","Technical Operations (Render Farm)","Vendor Contract",220879.94,309231.92,88351.98
2026-01-05,"Franchise Shorts","Technical Operations (Render Farm)","Vendor Contract",361969.61,452462.01,90492.40
2026-01-17,"Project Elio","Pre-Production & Story","Travel & Casting",65138.02,91193.23,26055.21
2026-01-30,"Project Hoppers","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",228612.15,240042.76,11430.61
2026-01-11,"Franchise Shorts","Production & Animation","Labor - Internal",157119.22,133551.34,-23567.88
2026-03-02,"Project Elio","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",469177.73,445718.84,-23458.89
2026-01-18,"Project Elio","Marketing & Franchise","Vendor Contract",174635.89,148440.51,-26195.38
2026-01-31,"Project Hoppers","Marketing & Franchise","Compute/Cloud Infrastructure",327773.19,311384.53,-16388.66
2026-03-30,"Toy Story 5","Marketing & Franchise","Compute/Cloud Infrastructure",341720.49,427150.61,85430.12
2026-01-19,"Toy Story 5","Production & Animation","Vendor Contract",402931.38,503664.22,100732.84
2026-01-16,"Project Hoppers","Production & Animation","Equipment Lease",57794.99,49125.74,-8669.25
2026-01-24,"Toy Story 5","Technical Operations (Render Farm)","Labor - Internal",73573.00,77251.65,3678.65
2026-03-27,"Project Elio","Production & Animation","Vendor Contract",65758.05,82197.56,16439.51
2026-01-18,"Franchise Shorts","Technical Operations (Render Farm)","Vendor Contract",57212.08,54351.48,-2860.60
2026-03-11,"Toy Story 5","Pre-Production & Story","Labor - Internal",483814.73,508005.47,24190.74
2026-03-19,"Project Hoppers","Pre-Production & Story","Equipment Lease",89985.12,85485.86,-4499.26
2026-03-03,"Toy Story 5","Technical Operations (Render Farm)","Vendor Contract",432486.84,540608.55,108121.71
2026-01-21,"Toy Story 5","Marketing & Franchise","Labor - Internal",377135.09,320564.83,-56570.26
2026-01-05,"Toy Story 5","Production & Animation","Compute/Cloud Infrastructure",244378.52,232159.59,-12218.93
2026-03-02,"Franchise Shorts","Marketing & Franchise","Equipment Lease",424072.26,593701.16,169628.90
2026-01-04,"Project Elio","Post-Production & Sound","Vendor Contract",424452.72,360784.81,-63667.91
2026-02-01,"Franchise Shorts","Technical Operations (Render Farm)","Travel & Casting",200587.56,250734.45,50146.89
2026-03-20,"Toy Story 5","Pre-Production & Story","Vendor Contract",281395.42,239186.11,-42209.31
2026-03-09,"Franchise Shorts","Technical Operations (Render Farm)","Equipment Lease",80327.38,68278.27,-12049.11
2026-03-27,"Toy Story 5","Technical Operations (Render Farm)","Equipment Lease",123660.66,173124.92,49464.26
2026-01-26,"Franchise Shorts","Marketing & Franchise","Vendor Contract",458096.69,641335.37,183238.68
2026-03-25,"Toy Story 5","Marketing & Franchise","Vendor Contract",122466.43,104096.47,-18369.96
2026-03-12,"Project Hoppers","Pre-Production & Story","Compute/Cloud Infrastructure",378054.34,321346.19,-56708.15
2026-03-31,"Franchise Shorts","Production & Animation","Equipment Lease",129858.74,136351.68,6492.94
2026-01-06,"Franchise Shorts","Production & Animation","Compute/Cloud Infrastructure",370500.20,314925.17,-55575.03
2026-03-30,"Franchise Shorts","Technical Operations (Render Farm)","Travel & Casting",124557.01,174379.81,49822.80
2026-02-06,"Toy Story 5","Technical Operations (Render Farm)","Equipment Lease",208730.95,177421.31,-31309.64
2026-01-04,"Franchise Shorts","Production & Animation","Labor - Internal",433352.65,455020.28,21667.63
2026-01-26,"Project Elio","Pre-Production & Story","Vendor Contract",37727.39,35841.02,-1886.37
2026-03-07,"Project Elio","Post-Production & Sound","Vendor Contract",270702.96,257167.81,-13535.15
2026-03-31,"Project Hoppers","Pre-Production & Story","Equipment Lease",379493.94,322569.85,-56924.09
2026-03-11,"Project Elio","Production & Animation","Labor - Internal",496689.17,521523.63,24834.46
2026-02-17,"Toy Story 5","Production & Animation","Labor - Internal",73251.39,102551.95,29300.56
2026-02-16,"Franchise Shorts","Technical Operations (Render Farm)","Travel & Casting",43012.96,53766.20,10753.24
2026-02-09,"Project Elio","Post-Production & Sound","Labor - Internal",398864.26,418807.47,19943.21
2026-03-30,"Project Hoppers","Production & Animation","Compute/Cloud Infrastructure",53981.21,67476.51,13495.30
2026-03-18,"Project Hoppers","Technical Operations (Render Farm)","Labor - Internal",396024.38,415825.60,19801.22
2026-03-16,"Toy Story 5","Marketing & Franchise","Equipment Lease",110856.14,116398.95,5542.81
2026-03-18,"Project Elio","Technical Operations (Render Farm)","Travel & Casting",151507.18,189383.97,37876.79
2026-02-18,"Franchise Shorts","Production & Animation","Compute/Cloud Infrastructure",227551.60,193418.86,-34132.74
2026-02-18,"Franchise Shorts","Post-Production & Sound","Vendor Contract",126077.87,176509.02,50431.15
2026-02-08,"Project Elio","Production & Animation","Compute/Cloud Infrastructure",164285.62,229999.87,65714.25
