Transaction_Date,Project_Name,Department,Expense_Type,Budget_Amount,Actual_Amount
03/02/2026,Franchise Shorts,Marketing,Equipment Lease,424072.26,593701.16
2026-01-04,Project Elio,Post-Prod & Sound,Vendor Contract,"$424,452.72",360784.81
2026-02-01,Franchise Shorts,Tech Ops - Render,Travel & Casting,200587.56,250734.45
2026-03-20,Toy Story 5,Pre-Production & Story,Vendor Contract,281395.42,"$239,186.11"
2026-03-09,Franchise Shorts,Tech Ops - Render,Equipment Lease,80327.38,68278.27
2026-03-27,Toy Story 5,Tech Ops - Render,Equipment Lease,123660.66,173124.92
2026-01-26,Franchise Shorts,Marketing,Vendor Contract,458096.69,641335.37
2026-03-25,Toy Story 5,Marketing,Vendor Contract,122466.43,104096.47
2026-03-12,Project Hoppers,Pre-Production & Story,Compute/Cloud Infrastructure,378054.34,321346.19
2026-03-31,Franchise Shorts,Animation & Prod,Equipment Lease,"$129,858.74",136351.68
2026-01-06,Franchise Shorts,Anim & Production,Compute/Cloud Infrastructure,370500.2,314925.17
2026-03-30,Franchise Shorts,RENDERING,Travel & Casting,"$124,557.01",174379.81
2026-02-06,Toy Story 5,Tech Ops - Render,Equipment Lease,208730.95,177421.31
2026-01-04,Franchise Shorts,Anim & Production,Labor - Internal,"$433,352.65",455020.28
01/26/2026,Project Elio,Pre-Production & Story,Vendor Contract,37727.39,35841.02
2026-03-07,Project Elio,Post-Prod & Sound,Vendor Contract,270702.96,257167.81
2026-03-31,Project Hoppers,Pre-Production & Story,Equipment Lease,"$379,493.94",322569.85
2026-03-11,Project Elio,Animation & Prod,Labor - Internal,496689.17,521523.63
02/17/2026,Toy Story 5,Animation & Prod,Labor - Internal,73251.39,102551.95
2026-02-16,Franchise Shorts,RENDERING,Travel & Casting,43012.96,53766.2
2026-02-09,Project Elio,Post-Prod & Sound,Labor - Internal,398864.26,418807.47
2026-03-30,Project Hoppers,Anim & Production,Compute/Cloud Infrastructure,53981.21,67476.51
2026-03-18,Project Hoppers,Tech Ops - Render,Labor - Internal,"$396,024.38",415825.6
2026-03-16,Toy Story 5,Marketing,Equipment Lease,110856.14,"$116,398.95"
2026-03-18,Project Elio,Tech Ops - Render,Travel & Casting,151507.18,189383.97
2026-02-18,Franchise Shorts,Anim & Production,Compute/Cloud Infrastructure,227551.6,193418.86
2026-02-18,Franchise Shorts,Post-Prod & Sound,Vendor Contract,"$126,077.87",176509.02
2026-02-08,Project Elio,Animation & Prod,Compute/Cloud Infrastructure,164285.62,229999.87
2026-02-17,Toy Story 5,Tech Ops - Render,Travel & Casting,293212.11,249230.29
2026-03-09,Project Hoppers,Pre-Production & Story,Labor - Internal,261115.44,248059.67
2026-03-29,Project Hoppers,Anim & Production,Labor - Internal,389674.01,"$331,222.91"
2026-02-18,Project Hoppers,Animation & Prod,Equipment Lease,470356.79,658499.51
02/25/2026,Project Elio,Marketing,Labor - Internal,137432.89,144304.53
02/17/2026,Franchise Shorts,Marketing,Compute/Cloud Infrastructure,44417.77,"$55,522.21"
2026-03-27,Project Elio,Marketing,Travel & Casting,365845.08,457306.35
2026-02-17,Project Hoppers,Tech Ops - Render,Travel & Casting,331170.48,"$281,494.91"
2026-01-17,Project Hoppers,Animation & Prod,Vendor Contract,206466.4,289052.96
2026-01-17,Toy Story 5,Animation & Prod,Compute/Cloud Infrastructure,308222.28,385277.85
2026-02-27,Project Elio,Tech Ops - Render,Vendor Contract,"$22,042.43",27553.04
2026-01-09,Project Elio,Pre-Production & Story,Equipment Lease,113606.12,142007.65
2026-01-13,Franchise Shorts,Marketing,Labor - Internal,168709.46,143403.04
2026-02-03,Franchise Shorts,Tech Ops - Render,Equipment Lease,93932.8,98629.44
2026-03-10,Project Elio,Marketing,Travel & Casting,416167.39,520209.24
2026-02-10,Toy Story 5,RENDERING,Vendor Contract,"$319,081.28",303127.22
03/17/2026,Toy Story 5,Anim & Production,Travel & Casting,285841.36,400177.9
02/24/2026,Toy Story 5,Tech Ops - Render,Labor - Internal,307072.87,322426.51
2026-03-16,Toy Story 5,Marketing,Vendor Contract,317750.34,444850.48
2026-03-02,Project Hoppers,Tech Ops - Render,Travel & Casting,256669.05,359336.67
2026-01-26,Project Hoppers,Pre-Production & Story,Equipment Lease,198737.68,278232.75
2026-02-24,Franchise Shorts,Animation & Prod,Vendor Contract,"$341,759.51",358847.49
2026-03-27,Project Hoppers,Pre-Production & Story,Travel & Casting,491157.74,"$687,620.84"
2026-01-13,Project Elio,Anim & Production,Vendor Contract,111453.45,105880.78
2026-02-13,Project Hoppers,Anim & Production,Vendor Contract,494196.58,617745.72
2026-01-18,Toy Story 5,Anim & Production,Equipment Lease,231042.97,219490.82
2026-03-10,Project Elio,Anim & Production,Travel & Casting,250671.99,238138.39
2026-01-08,Franchise Shorts,Anim & Production,Equipment Lease,208504.77,198079.53
01/19/2026,Franchise Shorts,Marketing,Travel & Casting,329225.12,"$279,841.35"
2026-03-08,Project Hoppers,Marketing,Vendor Contract,106368.12,111686.53
2026-03-01,Toy Story 5,Post-Prod & Sound,Travel & Casting,478737.65,454800.77
2026-03-30,Toy Story 5,Marketing,Travel & Casting,200511.86,190486.27
2026-02-21,Franchise Shorts,Pre-Production & Story,Travel & Casting,303510.14,288334.63
2026-01-15,Franchise Shorts,Tech Ops - Render,Vendor Contract,97717.86,83060.18
01/10/2026,Project Hoppers,Post-Prod & Sound,Equipment Lease,327369.37,278263.96
2026-03-04,Project Elio,Animation & Prod,Vendor Contract,"$128,706.18",135141.49
2026-03-20,Franchise Shorts,Anim & Production,Labor - Internal,93734.12,79674.0
2026-02-13,Project Hoppers,Pre-Production & Story,Travel & Casting,"$228,214.06","$216,803.36"
03/19/2026,Project Hoppers,Marketing,Travel & Casting,422958.66,528698.32
2026-03-09,Project Elio,Pre-Production & Story,Labor - Internal,472122.26,495728.37
2026-02-13,Franchise Shorts,Anim & Production,Equipment Lease,287306.62,"$244,210.63"
2026-02-01,Franchise Shorts,RENDERING,Compute/Cloud Infrastructure,353894.05,495451.67
2026-02-06,Project Hoppers,Marketing,Equipment Lease,"$442,707.85","$553,384.81"
2026-01-20,Franchise Shorts,Animation & Prod,Travel & Casting,121022.9,127074.04
2026-03-09,Project Hoppers,Marketing,Labor - Internal,241737.45,205476.83
2026-01-22,Project Elio,Anim & Production,Vendor Contract,289234.14,404927.8
2026-02-05,Project Elio,RENDERING,Compute/Cloud Infrastructure,386016.48,328114.01
2026-03-22,Project Hoppers,Pre-Production & Story,Travel & Casting,394112.72,334995.81
2026-03-04,Toy Story 5,RENDERING,Vendor Contract,362521.8,507530.52
2026-03-24,,Tech Ops - Render,Vendor Contract,57317.77,80244.88
2026-01-05,Project Elio,Anim & Production,Equipment Lease,496807.58,695530.61
2026-02-10,Franchise Shorts,Tech Ops - Render,Compute/Cloud Infrastructure,428263.65,535329.56
2026-03-11,Franchise Shorts,Pre-Production & Story,Travel & Casting,239145.56,227188.28
02/23/2026,Project Hoppers,Animation & Prod,Equipment Lease,231463.14,289328.93
03/10/2026,Project Elio,Pre-Production & Story,Compute/Cloud Infrastructure,128494.82,"$179,892.75"
2026-03-16,Toy Story 5,Post-Prod & Sound,Compute/Cloud Infrastructure,368589.61,313301.17
02/05/2026,Project Hoppers,Tech Ops - Render,Equipment Lease,197105.15,167539.38
2026-02-19,Project Hoppers,Post-Prod & Sound,Travel & Casting,"$80,536.31",76509.49
2026-01-06,Project Elio,Anim & Production,Vendor Contract,191849.92,163072.43
03/25/2026,Project Hoppers,Marketing,Vendor Contract,247704.79,"$346,786.71"
2026-01-06,Franchise Shorts,Post-Prod & Sound,Compute/Cloud Infrastructure,276413.68,234951.63
2026-03-26,Project Hoppers,Tech Ops - Render,Travel & Casting,330535.3,"$347,062.07"
2026-03-18,Project Hoppers,RENDERING,Travel & Casting,467784.58,584730.72
2026-02-23,Project Hoppers,RENDERING,Labor - Internal,182026.51,154722.53
2026-02-27,Project Hoppers,Post-Prod & Sound,Labor - Internal,149574.51,127138.33
2026-02-18,Project Elio,Post-Prod & Sound,Vendor Contract,72616.13,68985.32
2026-02-25,Franchise Shorts,RENDERING,Travel & Casting,250156.84,312696.05
2026-02-25,Franchise Shorts,Animation & Prod,Labor - Internal,50700.54,70980.76
2026-01-12,Project Elio,RENDERING,Labor - Internal,197379.52,187510.54
2026-02-06,Toy Story 5,Marketing,Compute/Cloud Infrastructure,286047.29,271744.93
03/22/2026,Franchise Shorts,Pre-Production & Story,Compute/Cloud Infrastructure,334538.92,"$418,173.65"
2026-03-18,Toy Story 5,RENDERING,Compute/Cloud Infrastructure,208416.5,291783.1
2026-01-03,Franchise Shorts,Pre-Production & Story,Equipment Lease,307214.47,261132.3
2026-01-10,Project Hoppers,Post-Prod & Sound,Labor - Internal,50755.57,53293.35
2026-02-09,Franchise Shorts,Anim & Production,Labor - Internal,230227.83,241739.22
2026-03-06,Project Elio,RENDERING,Labor - Internal,26839.94,25497.94
03/20/2026,Toy Story 5,Marketing,Vendor Contract,53712.26,51026.65
2026-02-19,Project Hoppers,Anim & Production,Equipment Lease,423606.26,402425.95
2026-02-15,Project Hoppers,Pre-Production & Story,Compute/Cloud Infrastructure,324015.37,405019.21
2026-02-16,Toy Story 5,Pre-Production & Story,Compute/Cloud Infrastructure,293946.19,249854.26
2026-01-31,Project Hoppers,Pre-Production & Story,Labor - Internal,71737.66,100432.72
2026-02-16,Project Elio,RENDERING,Vendor Contract,441089.97,419035.47
02/28/2026,Toy Story 5,Marketing,Compute/Cloud Infrastructure,210503.2,294704.48
2026-03-25,Project Elio,Pre-Production & Story,Equipment Lease,168272.75,159859.11
2026-02-12,Toy Story 5,Anim & Production,Travel & Casting,222438.81,233560.75
2026-03-10,Toy Story 5,Post-Prod & Sound,Equipment Lease,292985.58,278336.3
01/08/2026,Project Elio,Animation & Prod,Equipment Lease,99896.22,94901.41
2026-01-28,Project Hoppers,Anim & Production,Compute/Cloud Infrastructure,"$65,451.50",55633.78
2026-01-02,Project Hoppers,Anim & Production,Vendor Contract,71993.07,68393.42
2026-01-04,Franchise Shorts,RENDERING,Compute/Cloud Infrastructure,414499.96,580299.94
2026-03-15,Toy Story 5,RENDERING,Vendor Contract,29219.04,36523.8
2026-01-03,Project Elio,Anim & Production,Travel & Casting,109478.8,114952.74
2026-03-24,Project Elio,RENDERING,Labor - Internal,"$443,730.57",421544.04
2026-02-07,Project Elio,Marketing,Compute/Cloud Infrastructure,316416.35,395520.44
2026-02-07,Project Hoppers,Animation & Prod,Equipment Lease,351916.01,369511.81
2026-02-22,Project Hoppers,Anim & Production,Compute/Cloud Infrastructure,"$448,930.58",471377.11
2026-03-08,Project Elio,Pre-Production & Story,Compute/Cloud Infrastructure,259671.72,-220720.96
02/09/2026,Toy Story 5,Tech Ops - Render,Labor - Internal,364391.97,346172.37
2026-03-21,Project Elio,Marketing,Equipment Lease,370925.71,389472.0
2026-03-31,Toy Story 5,Animation & Prod,Travel & Casting,47864.87,50258.11
2026-01-20,Franchise Shorts,Marketing,Compute/Cloud Infrastructure,"$297,318.20",282452.29
2026-01-09,Project Elio,Post-Prod & Sound,Equipment Lease,"$267,691.09",227537.43
2026-01-16,Project Elio,Anim & Production,Travel & Casting,"$36,631.93",45789.91
2026-02-24,Project Hoppers,Tech Ops - Render,Travel & Casting,304212.8,"$425,897.92"
2026-02-01,Toy Story 5,RENDERING,Compute/Cloud Infrastructure,290847.62,407186.67
2026-02-19,Project Elio,RENDERING,Labor - Internal,75860.72,72067.68
2026-02-28,Toy Story 5,Marketing,Vendor Contract,139380.19,-146349.2
2026-01-30,Toy Story 5,Animation & Prod,Compute/Cloud Infrastructure,344950.5,482930.7
2026-01-28,Franchise Shorts,Tech Ops - Render,Travel & Casting,469081.76,586352.2
2026-02-10,Project Hoppers,Animation & Prod,Travel & Casting,"$381,269.80",362206.31
2026-01-18,Toy Story 5,Pre-Production & Story,Equipment Lease,37717.65,32060.0
2026-01-12,Project Elio,Anim & Production,Equipment Lease,384720.54,403956.57
2026-02-11,Project Elio,Pre-Production & Story,Vendor Contract,320298.17,336313.08
2026-02-21,Franchise Shorts,Marketing,Compute/Cloud Infrastructure,175123.74,166367.55
2026-01-06,Project Hoppers,Post-Prod & Sound,Travel & Casting,38671.43,36737.86
2026-02-01,Toy Story 5,Post-Prod & Sound,Labor - Internal,308881.2,386101.5
2026-03-12,Toy Story 5,Pre-Production & Story,Equipment Lease,187602.8,178222.66
2026-01-12,Franchise Shorts,Anim & Production,Labor - Internal,320764.09,449069.73
2026-02-11,Toy Story 5,Anim & Production,Vendor Contract,20577.38,21606.25
2026-01-04,Franchise Shorts,Anim & Production,Labor - Internal,154532.32,162258.94
2026-01-07,Franchise Shorts,Anim & Production,Equipment Lease,170927.11,179473.47
2026-01-11,Project Hoppers,Pre-Production & Story,Labor - Internal,350605.26,438256.58
2026-02-20,Project Elio,RENDERING,Compute/Cloud Infrastructure,73685.21,77369.47
2026-02-14,Project Hoppers,Pre-Production & Story,Vendor Contract,239103.81,251059.0
2026-02-04,Project Hoppers,Marketing,Labor - Internal,109916.62,104420.79
2026-03-30,Toy Story 5,Tech Ops - Render,Compute/Cloud Infrastructure,123133.36,"$104,663.36"
2026-01-22,Toy Story 5,Animation & Prod,Travel & Casting,221014.69,"$209,963.96"
2026-03-11,Toy Story 5,Post-Prod & Sound,Equipment Lease,475847.18,452054.82
2026-03-27,Toy Story 5,Post-Prod & Sound,Labor - Internal,263392.75,276562.39
2026-01-22,Franchise Shorts,Animation & Prod,Travel & Casting,23914.26,33479.96
2026-02-26,Toy Story 5,Marketing,Travel & Casting,389163.31,486454.14
2026-02-05,Franchise Shorts,Anim & Production,Compute/Cloud Infrastructure,448706.54,471141.87
2026-01-24,Toy Story 5,Tech Ops - Render,Vendor Contract,249834.5,"$212,359.32"
2026-03-31,Franchise Shorts,Pre-Production & Story,Vendor Contract,260721.0,365009.4
2026-02-27,Franchise Shorts,Marketing,Labor - Internal,357071.52,339217.94
2026-02-11,Project Elio,Pre-Production & Story,Travel & Casting,"$185,777.31",260088.23
2026-01-17,Project Hoppers,Animation & Prod,Compute/Cloud Infrastructure,61092.55,-64147.18
2026-02-08,Toy Story 5,Tech Ops - Render,Equipment Lease,320272.57,304258.94
2026-01-07,Franchise Shorts,Pre-Production & Story,Travel & Casting,436525.57,"$414,699.29"
2026-02-28,Toy Story 5,Animation & Prod,Labor - Internal,385445.87,481807.34
03/02/2026,Franchise Shorts,RENDERING,Vendor Contract,"$373,257.32",466571.65
2026-02-25,Project Elio,Post-Prod & Sound,Labor - Internal,45502.63,"$38,677.24"
2026-01-23,Project Elio,Pre-Production & Story,Vendor Contract,93182.43,116478.04
2026-03-19,Project Elio,Anim & Production,Labor - Internal,174824.96,218531.2
2026-01-30,Franchise Shorts,Marketing,Vendor Contract,255430.47,"$242,658.95"
2026-02-19,Project Elio,Animation & Prod,Equipment Lease,378826.95,322002.91
2026-02-04,Toy Story 5,Tech Ops - Render,Compute/Cloud Infrastructure,102646.77,107779.11
2026-02-06,Franchise Shorts,Animation & Prod,Compute/Cloud Infrastructure,422485.7,443609.99
2026-03-23,Toy Story 5,Pre-Production & Story,Travel & Casting,391138.07,488922.59
2026-03-24,Toy Story 5,Post-Prod & Sound,Travel & Casting,493313.01,616641.26
2026-01-07,Project Elio,Animation & Prod,Equipment Lease,235649.52,223867.04
2026-01-29,Franchise Shorts,Tech Ops - Render,Vendor Contract,249020.46,211667.39
2026-01-20,Franchise Shorts,Post-Prod & Sound,Equipment Lease,283450.47,269277.95
03/24/2026,Project Elio,Marketing,Vendor Contract,372853.86,521995.4
2026-03-07,Toy Story 5,Animation & Prod,Travel & Casting,424075.29,360464.0
2026-01-15,Project Elio,RENDERING,Vendor Contract,"$308,767.55",432274.57
2026-02-02,Project Elio,Anim & Production,Vendor Contract,99401.24,124251.55
01/12/2026,Toy Story 5,Post-Prod & Sound,Equipment Lease,"$348,539.97",365966.97
2026-01-07,Franchise Shorts,Marketing,Equipment Lease,"$202,568.96",192440.51
2026-01-05,Franchise Shorts,Anim & Production,Compute/Cloud Infrastructure,358769.46,502277.24
01/19/2026,Project Hoppers,Animation & Prod,Labor - Internal,143699.12,179623.9
2026-02-08,Toy Story 5,Pre-Production & Story,Vendor Contract,319208.48,446891.87
02/19/2026,Project Elio,Pre-Production & Story,Equipment Lease,444211.69,422001.11
2026-03-14,Toy Story 5,Pre-Production & Story,Equipment Lease,227388.43,"$216,019.01"
2026-02-23,Project Elio,Marketing,Equipment Lease,178123.18,151404.7
2026-01-09,Project Elio,Tech Ops - Render,Compute/Cloud Infrastructure,456646.81,639305.53
2026-01-25,Project Hoppers,Post-Prod & Sound,Labor - Internal,341816.94,478543.72
01/18/2026,Franchise Shorts,Marketing,Travel & Casting,487305.39,609131.74
2026-03-07,Toy Story 5,Tech Ops - Render,Travel & Casting,255942.19,319927.74
2026-01-13,Toy Story 5,Anim & Production,Travel & Casting,481173.75,457115.06
2026-01-10,Project Elio,Marketing,Travel & Casting,453301.57,634622.2
2026-01-04,Toy Story 5,Tech Ops - Render,Travel & Casting,223938.19,190347.46
02/13/2026,Project Hoppers,Pre-Production & Story,Labor - Internal,173163.0,242428.2
2026-01-06,Project Elio,Anim & Production,Vendor Contract,130677.11,"$182,947.95"
2026-01-31,Project Hoppers,RENDERING,Vendor Contract,411656.9,"$349,908.36"
01/16/2026,Franchise Shorts,Tech Ops - Render,Travel & Casting,51591.53,72228.14
2026-01-13,Project Elio,Tech Ops - Render,Compute/Cloud Infrastructure,287941.07,"$403,117.50"
2026-02-13,Project Hoppers,Animation & Prod,Vendor Contract,353652.16,371334.77
2026-01-28,Toy Story 5,Tech Ops - Render,Equipment Lease,263725.62,250539.34
2026-03-14,Toy Story 5,RENDERING,Vendor Contract,143324.83,121826.11
2026-02-20,Franchise Shorts,RENDERING,Travel & Casting,448058.38,560072.97
2026-03-14,Project Elio,Anim & Production,Labor - Internal,"$459,358.88","$482,326.82"
2026-02-12,Project Elio,Post-Prod & Sound,Vendor Contract,"$49,355.52",61694.4
2026-01-20,Project Elio,Animation & Prod,Vendor Contract,319972.45,335971.07
2026-01-17,Project Elio,Post-Prod & Sound,Compute/Cloud Infrastructure,177817.94,168927.04
2026-01-30,Franchise Shorts,Post-Prod & Sound,Vendor Contract,38119.67,36213.69
2026-03-31,Franchise Shorts,Anim & Production,Vendor Contract,42349.09,35996.73
2026-02-27,Project Hoppers,Marketing,Equipment Lease,392954.36,334011.21
2026-01-27,Toy Story 5,Pre-Production & Story,Vendor Contract,182916.05,173770.25
2026-01-31,Toy Story 5,Anim & Production,Equipment Lease,373739.75,392426.74
01/20/2026,Toy Story 5,Marketing,Compute/Cloud Infrastructure,211422.63,179709.24
2026-02-01,Toy Story 5,Animation & Prod,Equipment Lease,232954.64,244602.37
03/15/2026,Franchise Shorts,Post-Prod & Sound,Equipment Lease,111987.04,139983.8
2026-03-04,Toy Story 5,RENDERING,Equipment Lease,329161.33,411451.66
2026-03-01,Project Hoppers,Post-Prod & Sound,Compute/Cloud Infrastructure,"$42,229.59",35895.15
2026-01-26,Franchise Shorts,Post-Prod & Sound,Equipment Lease,145918.95,124031.11
01/29/2026,Project Elio,Tech Ops - Render,Compute/Cloud Infrastructure,121115.81,"$115,060.02"
2026-01-30,Project Hoppers,Anim & Production,Equipment Lease,217328.04,271660.05
03/11/2026,Toy Story 5,Marketing,Vendor Contract,364638.36,"$382,870.28"
2026-03-21,Project Elio,Animation & Prod,Equipment Lease,"$459,313.03",574141.29
2026-02-23,Toy Story 5,Pre-Production & Story,Compute/Cloud Infrastructure,114243.4,119955.57
2026-02-06,Project Elio,Pre-Production & Story,Compute/Cloud Infrastructure,79723.0,"$99,653.75"
2026-03-24,Toy Story 5,RENDERING,Travel & Casting,411144.38,431701.6
2026-01-20,Project Hoppers,Animation & Prod,Travel & Casting,473142.16,496799.27
2026-01-22,Toy Story 5,Animation & Prod,Travel & Casting,"$430,790.46",452329.98
2026-03-16,Project Hoppers,Animation & Prod,Labor - Internal,186797.44,177457.57
2026-03-11,Project Elio,RENDERING,Compute/Cloud Infrastructure,"$87,623.54",122672.96
2026-03-25,Project Elio,Post-Prod & Sound,Labor - Internal,326575.13,408218.91
01/18/2026,Franchise Shorts,Marketing,Vendor Contract,46119.22,39201.34
2026-03-22,Project Elio,Pre-Production & Story,Equipment Lease,471808.81,589761.01
2026-01-31,Project Elio,Pre-Production & Story,Travel & Casting,"$181,203.79",253685.31
2026-01-13,Project Elio,Anim & Production,Equipment Lease,30089.27,31593.73
2026-03-04,Franchise Shorts,Animation & Prod,Travel & Casting,130932.59,163665.74
2026-03-23,Project Hoppers,Marketing,Travel & Casting,244857.93,"$232,615.03"
02/06/2026,Toy Story 5,Anim & Production,Compute/Cloud Infrastructure,"$69,290.79",97007.11
2026-03-04,Project Elio,Post-Prod & Sound,Compute/Cloud Infrastructure,65740.62,"$62,453.59"
2026-01-09,Toy Story 5,Pre-Production & Story,Labor - Internal,239354.13,335095.78
2026-02-27,Project Hoppers,Pre-Production & Story,Vendor Contract,"$472,915.49",591144.36
2026-02-28,Project Hoppers,Tech Ops - Render,Compute/Cloud Infrastructure,142975.5,178719.38
2026-03-26,Toy Story 5,Animation & Prod,Labor - Internal,203126.22,172657.29
02/18/2026,Project Elio,Tech Ops - Render,Vendor Contract,165769.8,140904.33
2026-01-25,Franchise Shorts,Animation & Prod,Vendor Contract,358123.66,304405.11
2026-03-03,Project Elio,Pre-Production & Story,Vendor Contract,282618.42,"$240,225.66"
2026-03-31,Project Elio,Animation & Prod,Equipment Lease,256756.52,"$320,945.65"
2026-03-23,Project Hoppers,Animation & Prod,Travel & Casting,39755.89,37768.1
01/25/2026,Project Elio,Animation & Prod,Travel & Casting,385963.53,482454.41
2026-03-01,Project Hoppers,RENDERING,Equipment Lease,22999.76,21849.77
2026-01-06,Project Hoppers,Anim & Production,Vendor Contract,"$341,363.67",290159.12
2026-03-02,Toy Story 5,RENDERING,Vendor Contract,119803.16,101832.69
2026-01-26,Project Elio,Marketing,Labor - Internal,352802.27,493923.18
2026-01-29,Project Elio,Anim & Production,Labor - Internal,201005.62,190955.34
2026-01-04,Project Elio,Tech Ops - Render,Compute/Cloud Infrastructure,282580.24,"$395,612.34"
01/21/2026,Project Elio,Post-Prod & Sound,Compute/Cloud Infrastructure,416461.12,583045.57
2026-01-09,,Anim & Production,Travel & Casting,332219.71,465107.59
01/14/2026,Toy Story 5,RENDERING,Vendor Contract,266355.67,226402.32
2026-02-03,Franchise Shorts,Tech Ops - Render,Equipment Lease,467339.11,654274.75
2026-02-19,Franchise Shorts,Post-Prod & Sound,Compute/Cloud Infrastructure,122260.45,152825.56
01/06/2026,Franchise Shorts,Anim & Production,Compute/Cloud Infrastructure,"$106,344.82",148882.75
2026-02-19,Project Elio,Marketing,Compute/Cloud Infrastructure,439856.3,549820.38
2026-03-10,Project Elio,Tech Ops - Render,Travel & Casting,470374.12,587967.65
2026-02-16,Project Elio,Post-Prod & Sound,Compute/Cloud Infrastructure,209578.57,"$220,057.50"
2026-01-15,Project Elio,Pre-Production & Story,Compute/Cloud Infrastructure,80749.94,68637.45
2026-03-29,Project Hoppers,Post-Prod & Sound,Equipment Lease,171537.75,162960.86
2026-02-28,Toy Story 5,Tech Ops - Render,Vendor Contract,114073.67,119777.35
2026-03-02,Project Elio,Post-Prod & Sound,Labor - Internal,33625.49,47075.69
2026-02-09,Toy Story 5,Tech Ops - Render,Compute/Cloud Infrastructure,376246.49,470308.11
02/22/2026,Toy Story 5,Marketing,Vendor Contract,459975.77,"$574,969.71"
2026-03-30,Toy Story 5,Post-Prod & Sound,Equipment Lease,"$340,311.97",357327.57
02/14/2026,Franchise Shorts,Tech Ops - Render,Vendor Contract,51258.36,"$71,761.70"
2026-02-23,Toy Story 5,Pre-Production & Story,Compute/Cloud Infrastructure,223094.47,234249.19
2026-01-02,Franchise Shorts,Anim & Production,Equipment Lease,419060.51,356201.43
2026-01-08,Project Hoppers,Tech Ops - Render,Compute/Cloud Infrastructure,374898.83,356153.89
2026-03-04,Toy Story 5,Tech Ops - Render,Labor - Internal,30871.31,26240.61
2026-03-09,Project Hoppers,Anim & Production,Labor - Internal,366764.68,385102.91
2026-01-22,Toy Story 5,Anim & Production,Labor - Internal,200488.77,170415.45
2026-01-20,Franchise Shorts,Post-Prod & Sound,Vendor Contract,370459.88,518643.83
2026-02-19,Project Elio,Pre-Production & Story,Vendor Contract,120655.1,150818.88
2026-02-05,Franchise Shorts,Post-Prod & Sound,Compute/Cloud Infrastructure,169257.28,236960.19
2026-03-11,Toy Story 5,Pre-Production & Story,Labor - Internal,176791.82,185631.41
2026-03-08,Project Elio,Post-Prod & Sound,Vendor Contract,184518.69,230648.36
03/13/2026,Toy Story 5,Anim & Production,Travel & Casting,195266.86,"$244,083.57"
2026-01-18,Project Hoppers,Pre-Production & Story,Equipment Lease,"$407,275.97",427639.77
2026-03-09,Toy Story 5,RENDERING,Equipment Lease,213895.86,299454.2
2026-01-21,Project Elio,Marketing,Labor - Internal,479497.79,407573.12
2026-01-24,Project Elio,Pre-Production & Story,Labor - Internal,"$69,268.90",65805.45
2026-01-20,Project Elio,Tech Ops - Render,Labor - Internal,471069.95,400409.46
2026-03-05,Project Hoppers,RENDERING,Labor - Internal,190781.25,200320.31
2026-01-06,Project Elio,RENDERING,Vendor Contract,357859.74,447324.67
2026-01-15,Franchise Shorts,Animation & Prod,Labor - Internal,467443.96,444071.76
2026-03-19,Franchise Shorts,RENDERING,Compute/Cloud Infrastructure,278481.81,348102.26
2026-03-31,Project Elio,RENDERING,Equipment Lease,"$141,957.25",149055.11
2026-02-08,Franchise Shorts,Pre-Production & Story,Labor - Internal,"$179,230.54","$250,922.76"
2026-01-15,Project Elio,Anim & Production,Travel & Casting,51050.7,63813.38
2026-02-19,Franchise Shorts,Post-Prod & Sound,Equipment Lease,364303.77,"$510,025.28"
03/01/2026,Project Hoppers,Tech Ops - Render,Labor - Internal,284591.91,241903.12
2026-03-27,Project Elio,Animation & Prod,Labor - Internal,193547.57,270966.6
01/06/2026,Toy Story 5,Pre-Production & Story,Equipment Lease,414610.15,"$580,454.21"
2026-03-26,Franchise Shorts,Anim & Production,Vendor Contract,100006.58,"$125,008.23"
2026-01-15,Toy Story 5,Animation & Prod,Labor - Internal,114333.68,97183.63
2026-03-17,Project Hoppers,Marketing,Equipment Lease,20786.11,21825.42
2026-02-07,Project Elio,Animation & Prod,Equipment Lease,433966.03,455664.33
2026-01-22,Project Hoppers,Anim & Production,Labor - Internal,"$369,609.98",517453.97
2026-03-08,Toy Story 5,Tech Ops - Render,Compute/Cloud Infrastructure,126274.22,107333.09
2026-03-29,Toy Story 5,Anim & Production,Compute/Cloud Infrastructure,47568.01,40432.81
2026-01-09,Project Elio,Pre-Production & Story,Vendor Contract,274100.76,342625.95
2026-02-13,Project Hoppers,RENDERING,Travel & Casting,92174.88,87566.14
2026-03-31,Project Hoppers,Pre-Production & Story,Vendor Contract,153126.64,130157.64
03/09/2026,Project Hoppers,Marketing,Travel & Casting,213330.68,202664.15
2026-02-05,Project Hoppers,Anim & Production,Labor - Internal,428426.89,535533.61
2026-01-19,,Anim & Production,Travel & Casting,250299.31,312874.14
2026-02-22,Project Elio,Animation & Prod,Compute/Cloud Infrastructure,467682.83,-444298.69
2026-02-09,Toy Story 5,Post-Prod & Sound,Compute/Cloud Infrastructure,356362.78,445453.48
2026-01-06,Toy Story 5,RENDERING,Labor - Internal,42515.54,44641.32
2026-03-29,Project Hoppers,Post-Prod & Sound,Vendor Contract,132968.4,"$166,210.50"
2026-01-08,Project Hoppers,Animation & Prod,Travel & Casting,"$219,145.47",306803.66
